entity,author,author-added,added-ownership,author-deleted,deleted-ownership
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/UniqueBranchGenerator.java,Thierry Lacour,8,1.0,11,1.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/UseAuthorOfLastCommitIT.java,Bue Petersen,180,0.989011,1,0.33333334
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/integration/scm/git/UseAuthorOfLastCommitIT.java,Thierry Lacour,2,0.010989011,2,0.6666667
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/AbstractSCMBridgeTest.java,Andrius Ordojan,25,0.22522523,2,0.10526316
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/AbstractSCMBridgeTest.java,Ronni Elken Lindsgaard,76,0.6846847,7,0.36842105
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/AbstractSCMBridgeTest.java,Thierry Lacour,10,0.09009009,10,0.5263158
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummyBridge.java,Andrius Ordojan,3,0.125,1,0.083333336
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummyBridge.java,Claus Schneider(Praqma),5,0.20833333,0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummyBridge.java,Ronni Elken Lindsgaard,5,0.20833333,0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummyBridge.java,Simon Groenborg,5,0.20833333,5,0.41666666
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummyBridge.java,Thierry Lacour,6,0.25,6,0.5
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummyIntegrationStrategy.java,Thierry Lacour,3,1.0,12,1.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummySCM.java,Andrius Ordojan,5,0.04464286,3,0.056603774
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummySCM.java,Claus Schneider(Praqma),8,0.071428575,3,0.056603774
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummySCM.java,Ronni Elken Lindsgaard,77,0.6875,10,0.18867925
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummySCM.java,Simon Groenborg,11,0.09821428,11,0.20754717
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/DummySCM.java,Thierry Lacour,11,0.09821428,26,0.49056605
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/GitIntegrationStrategyTest.java,Claus Schneider(Praqma),11,0.19642857,0,0.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/GitIntegrationStrategyTest.java,Simon Groenborg,11,0.19642857,11,1.0
pretested-integration-plugin/src/test/java/org/jenkinsci/plugins/pretestedintegration/unit/GitIntegrationStrategyTest.java,Thierry Lacour,34,0.60714287,0,0.0
pretested-integration-plugin/src/test/resources/commitMessagesWithDoubleQuotesSingleQuotesMade_windows.bat,Bue Petersen,61,1.0,0,0.0
pretested-integration-plugin/src/test/resources/commitMessagesWithDoubleQuotes_windows.bat,Bue Petersen,61,1.0,0,0.0
